applicant_id,variant,channel,risk_band,days_since_start,missing_doc_type,delivered,clicked_24h,responded_72h,doc_submitted_72h,app_completed_7d,unsub_7d,complaint_7d,support_contact_7d
105930,B,email,high,3,paystub,1,0,0,0,0,0,0,0
105931,original,email,low,4,both,1,0,0,0,0,0,0,0
105932,original,sms,high,4,bank_statement,1,1,0,0,0,0,0,0
105933,original,sms,high,2,bank_statement,1,0,0,0,0,0,0,0
105934,B,sms,medium,2,bank_statement,1,1,0,1,1,0,0,0
105935,A,email,low,3,paystub,1,0,0,1,1,0,0,0
105936,B,email,low,1,bank_statement,1,1,0,0,1,0,0,0
105937,B,sms,high,4,both,1,0,0,0,0,0,0,0
105938,original,sms,high,2,paystub,1,0,0,0,0,0,0,0
105939,original,email,low,5,paystub,1,1,0,0,0,0,0,0
105940,original,email,low,1,bank_statement,1,1,0,0,0,0,0,0
105941,A,sms,high,1,bank_statement,1,0,0,0,0,0,0,0
105942,original,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
105943,original,sms,high,1,bank_statement,1,0,0,0,0,0,0,0
105944,B,sms,high,3,both,1,0,0,0,0,0,0,0
105945,B,sms,high,5,paystub,1,0,0,0,0,0,0,0
105946,A,sms,low,1,bank_statement,1,0,1,1,0,0,0,0
105947,A,sms,low,1,bank_statement,1,0,0,1,1,0,0,0
105948,original,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
105949,B,sms,high,2,paystub,1,0,0,0,0,0,0,0
105950,B,sms,medium,2,bank_statement,1,0,0,1,0,0,0,0
105951,original,email,low,3,bank_statement,1,0,0,0,0,0,0,0
105952,original,sms,low,3,bank_statement,1,0,0,1,0,0,0,0
105953,B,sms,low,3,paystub,1,0,0,0,0,0,0,0
105954,A,sms,high,3,bank_statement,1,0,0,0,0,0,0,0
105955,original,email,medium,4,both,0,0,0,0,0,0,0,0
105956,A,email,medium,2,both,1,0,0,0,0,0,0,0
105957,original,sms,low,1,both,1,0,0,1,0,0,0,0
105958,A,email,high,1,bank_statement,1,0,0,0,0,0,0,0
105959,B,sms,low,1,paystub,1,0,0,0,0,0,0,0
105960,B,email,medium,2,bank_statement,1,0,0,0,0,0,0,0
105961,A,sms,low,2,paystub,1,1,0,0,0,0,0,0
105962,B,sms,low,1,both,1,0,0,0,0,0,0,0
105963,A,sms,low,4,paystub,1,1,0,0,0,0,0,0
105964,B,sms,medium,3,both,1,0,0,0,0,1,0,0
105965,A,sms,medium,1,both,1,0,0,0,0,0,0,0
105966,B,email,low,4,both,1,0,0,0,0,0,0,0
105967,B,email,low,3,both,1,0,0,0,0,0,0,0
105968,original,sms,high,1,bank_statement,1,0,0,0,0,0,0,0
105969,B,sms,low,5,bank_statement,1,1,0,0,0,0,0,1
105970,B,sms,low,1,paystub,1,0,0,0,0,0,0,0
105971,B,sms,low,4,paystub,1,0,0,0,0,0,0,0
105972,original,sms,high,5,paystub,1,0,0,0,0,0,0,0
105973,B,sms,low,3,paystub,1,0,0,1,1,0,0,0
105974,B,email,high,3,both,1,0,0,0,0,0,0,0
105975,original,sms,low,5,paystub,1,0,0,0,0,0,0,0
105976,B,sms,low,2,bank_statement,1,1,0,0,0,0,0,0
105977,original,sms,low,2,paystub,1,0,0,1,1,0,0,0
105978,original,sms,medium,3,both,1,0,0,0,0,0,0,0
105979,A,sms,low,4,paystub,0,0,0,0,0,0,0,0
105980,A,email,medium,3,bank_statement,1,1,0,0,0,0,0,0
105981,A,sms,low,5,bank_statement,1,0,0,0,0,0,0,0
105982,original,sms,low,1,both,1,0,0,1,0,0,0,0
105983,B,email,high,4,paystub,1,0,0,0,0,0,0,0
105984,original,sms,medium,5,both,1,0,0,0,0,0,0,0
105985,original,email,low,2,bank_statement,1,0,0,0,0,0,0,0
105986,original,sms,medium,5,paystub,1,0,0,0,0,0,0,0
105987,A,sms,medium,1,paystub,1,1,0,0,0,0,0,0
105988,B,email,low,5,both,1,0,0,0,0,0,0,0
105989,A,email,medium,5,paystub,1,0,0,0,0,0,0,0
105990,B,sms,low,1,both,1,0,0,0,0,0,0,0
105991,original,sms,medium,2,paystub,1,0,0,1,0,0,0,0
105992,A,email,medium,2,bank_statement,1,0,0,0,1,0,0,0
105993,A,sms,low,1,bank_statement,1,0,1,1,1,0,0,0
105994,A,sms,low,1,bank_statement,1,0,0,1,0,0,0,0
105995,original,email,low,1,paystub,1,0,1,0,0,0,0,0
105996,B,sms,high,2,both,1,0,0,0,0,0,0,0
105997,A,email,medium,2,both,0,0,0,0,0,0,0,0
105998,B,email,low,5,bank_statement,1,0,0,0,0,0,0,0
105999,A,sms,low,2,bank_statement,1,0,0,0,0,0,0,0
106000,original,email,low,3,bank_statement,1,1,0,0,0,0,0,0
106001,A,sms,medium,1,both,1,1,0,0,0,0,0,0
106002,original,sms,medium,3,both,1,1,0,0,0,0,0,0
106003,B,sms,high,5,paystub,1,0,0,0,0,0,0,0
106004,A,email,low,2,paystub,1,0,0,0,0,0,0,0
106005,original,email,medium,2,both,1,0,0,0,0,0,0,0
106006,B,sms,medium,3,paystub,1,1,0,0,0,0,0,1
106007,A,sms,high,2,both,1,0,0,0,0,0,0,1
106008,original,email,low,2,bank_statement,1,0,1,1,0,0,0,0
106009,A,sms,medium,2,paystub,1,0,0,0,0,0,0,0
106010,original,sms,low,2,paystub,1,0,0,1,1,0,0,0
106011,B,sms,low,3,bank_statement,1,0,0,0,0,0,0,0
106012,B,email,high,5,both,1,0,0,0,0,0,0,0
106013,B,email,high,3,paystub,1,0,0,0,0,0,0,0
106014,A,email,medium,1,paystub,1,0,0,0,0,0,0,0
106015,A,sms,low,2,both,1,1,0,0,0,0,0,0
106016,B,email,high,5,paystub,1,0,0,0,0,0,0,0
106017,original,sms,low,5,bank_statement,1,0,0,0,0,0,0,0
106018,A,email,low,1,bank_statement,1,0,0,0,0,0,0,0
106019,A,sms,medium,5,paystub,1,0,0,1,1,0,0,0
106020,original,sms,low,5,paystub,1,0,0,1,0,0,0,0
106021,A,sms,high,2,paystub,1,0,0,0,0,0,0,0
106022,B,sms,low,3,paystub,1,0,1,1,1,0,0,0
106023,B,email,low,3,bank_statement,1,0,0,1,1,0,0,0
106024,original,email,medium,2,bank_statement,1,0,0,0,0,0,0,0
106025,original,sms,medium,1,bank_statement,1,0,0,0,0,0,0,0
106026,original,email,medium,2,bank_statement,1,0,0,0,0,0,0,0
106027,B,sms,low,5,paystub,1,0,0,0,0,0,0,0
106028,original,email,medium,4,paystub,1,0,0,0,0,0,0,0
106029,B,email,low,2,paystub,1,0,0,0,0,0,0,1
106030,original,email,low,2,bank_statement,1,0,0,0,0,0,0,0
106031,A,sms,medium,2,both,1,0,0,0,1,0,0,0
106032,A,sms,low,2,paystub,1,0,0,0,0,0,0,0
106033,B,email,high,4,bank_statement,1,0,0,0,0,0,0,0
106034,original,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
106035,A,email,high,1,bank_statement,1,0,0,0,0,0,0,0
106036,original,email,low,2,both,1,0,0,0,0,0,0,0
106037,B,sms,high,3,paystub,1,0,0,0,0,0,0,0
106038,B,email,low,3,paystub,1,0,0,0,0,0,0,0
106039,original,email,low,2,paystub,1,0,0,1,0,0,0,0
106040,B,sms,low,3,paystub,1,0,0,1,1,0,0,0
106041,A,sms,medium,4,bank_statement,1,0,0,1,0,0,0,0
106042,original,email,low,2,both,1,0,0,1,0,0,0,0
106043,A,sms,medium,5,bank_statement,1,0,0,0,0,0,0,0
106044,original,sms,low,1,paystub,1,0,0,1,0,0,0,0
106045,B,email,low,5,paystub,1,0,1,0,0,0,0,0
106046,B,sms,medium,1,both,1,0,0,0,0,0,0,0
106047,original,email,low,2,bank_statement,1,0,0,0,0,0,0,0
106048,A,sms,medium,2,both,1,0,0,0,0,0,0,0
106049,B,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
106050,B,email,high,5,both,1,0,0,0,0,0,0,0
106051,A,sms,low,2,both,1,0,0,0,0,0,0,0
106052,B,email,high,3,bank_statement,1,0,0,0,0,0,0,0
106053,A,email,medium,4,both,1,0,0,1,0,0,0,0
106054,A,email,high,1,bank_statement,1,1,0,0,0,0,0,0
106055,B,sms,low,5,paystub,1,1,0,0,0,0,0,0
106056,A,sms,medium,2,paystub,1,0,0,0,0,0,0,0
106057,A,email,high,5,paystub,1,0,0,1,0,0,0,0
106058,A,sms,low,3,paystub,1,0,0,0,0,0,0,0
106059,B,sms,medium,3,paystub,1,0,0,0,0,0,0,0
106060,B,sms,high,2,bank_statement,1,0,0,0,0,0,0,0
106061,A,sms,medium,4,both,1,1,0,0,0,0,0,0
106062,original,email,low,1,bank_statement,1,1,0,0,0,0,0,0
106063,A,email,medium,3,bank_statement,1,0,0,0,0,0,0,0
106064,A,email,low,1,paystub,1,0,0,0,0,0,0,0
106065,original,sms,high,2,paystub,1,0,0,1,1,0,0,0
106066,B,email,low,1,bank_statement,1,0,0,0,0,0,0,0
106067,A,sms,low,5,both,1,0,0,0,0,0,0,0
106068,A,sms,low,3,paystub,1,0,0,0,1,0,0,0
106069,original,sms,medium,3,bank_statement,1,0,0,0,0,0,0,0
106070,original,email,high,4,bank_statement,1,0,0,0,0,0,0,0
106071,B,email,low,3,paystub,1,0,0,0,0,0,0,0
106072,original,email,low,1,paystub,1,0,0,0,0,0,0,0
106073,original,email,low,3,bank_statement,1,0,0,0,0,0,0,0
106074,A,email,high,5,bank_statement,1,0,0,1,0,0,0,0
106075,original,sms,medium,1,paystub,1,0,0,0,0,0,0,0
106076,original,email,low,3,paystub,1,0,0,0,0,0,0,0
106077,original,sms,medium,3,bank_statement,1,0,0,1,1,0,0,0
106078,A,sms,low,2,paystub,1,0,1,0,0,0,0,0
106079,A,sms,low,5,both,1,1,0,1,0,0,0,0
106080,A,sms,low,2,paystub,1,1,0,0,0,0,0,0
106081,A,sms,high,1,paystub,1,0,0,0,0,0,0,0
106082,B,sms,high,5,paystub,1,0,0,0,0,0,0,0
106083,A,sms,medium,3,both,1,0,1,0,0,0,0,0
106084,original,email,low,2,both,1,0,0,0,0,0,0,0
106085,original,email,medium,2,both,1,0,0,0,1,0,0,0
106086,A,sms,low,5,bank_statement,1,0,1,0,0,0,0,0
106087,B,sms,medium,2,both,1,1,0,0,0,0,0,0
106088,original,sms,medium,2,both,1,0,0,0,0,0,0,0
106089,B,sms,high,1,paystub,1,1,0,0,0,0,0,0
106090,original,sms,low,5,both,1,0,0,0,0,0,0,0
106091,A,email,medium,4,both,1,0,0,0,0,0,0,0
106092,B,sms,medium,3,both,1,0,0,0,0,0,0,0
106093,A,sms,low,3,both,1,0,0,0,0,0,0,0
106094,A,sms,medium,5,both,1,1,0,0,0,0,0,0
106095,original,sms,high,5,both,1,0,0,0,0,0,0,0
106096,B,sms,high,4,bank_statement,1,0,0,0,0,0,0,0
106097,original,sms,medium,4,both,1,0,0,0,0,0,0,0
106098,B,email,low,2,paystub,1,0,0,0,0,0,0,0
106099,original,sms,high,2,bank_statement,1,0,0,1,1,0,0,0
106100,B,sms,medium,4,both,1,0,0,1,1,0,0,0
106101,A,sms,low,4,bank_statement,1,1,0,0,0,0,0,0
106102,B,sms,low,5,both,1,0,0,0,0,0,0,0
106103,original,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
106104,B,sms,low,3,bank_statement,1,0,0,0,0,0,0,0
106105,original,sms,medium,3,paystub,1,0,0,0,0,0,0,0
106106,original,sms,low,4,paystub,1,0,0,0,1,0,0,0
106107,A,sms,low,1,bank_statement,1,1,0,0,0,0,0,0
106108,original,sms,low,4,bank_statement,1,0,0,0,0,0,0,0
106109,original,sms,medium,2,paystub,1,0,0,0,0,0,0,0
106110,B,sms,low,3,paystub,1,0,0,0,0,0,0,0
106111,B,sms,low,3,paystub,1,0,0,0,0,0,0,0
106112,A,sms,low,2,bank_statement,1,1,0,0,0,0,0,0
106113,B,sms,medium,3,bank_statement,1,0,0,0,0,0,0,0
106114,A,sms,low,5,paystub,1,0,0,0,0,0,0,0
106115,original,sms,medium,2,both,1,0,0,0,0,0,0,0
106116,B,sms,low,3,paystub,1,0,1,0,0,0,0,0
106117,A,sms,low,2,bank_statement,1,0,0,1,0,0,0,0
106118,B,email,low,4,paystub,1,0,0,1,0,0,0,0
106119,original,email,low,2,both,1,0,0,0,0,0,0,0
106120,B,email,low,2,paystub,1,0,0,1,0,0,0,0
106121,original,email,low,4,bank_statement,1,0,0,0,0,0,0,0
106122,original,email,low,2,bank_statement,1,0,0,0,0,0,0,0
106123,original,email,medium,2,paystub,1,0,0,0,0,0,0,0
106124,B,sms,low,5,paystub,1,0,0,0,0,0,0,0
106125,B,sms,high,3,paystub,1,0,0,0,0,0,0,0
106126,B,sms,high,3,both,1,0,0,1,0,0,0,0
106127,A,sms,medium,3,paystub,1,0,0,0,1,0,0,0
106128,original,email,low,4,bank_statement,1,0,0,0,0,0,0,0
106129,original,sms,high,1,bank_statement,1,0,0,0,0,0,0,0
106130,original,email,low,1,paystub,1,0,0,0,0,0,0,1
106131,A,sms,low,2,paystub,1,0,0,1,0,0,0,0
106132,B,sms,low,3,both,1,0,0,0,0,0,0,0
106133,A,sms,high,2,paystub,1,0,0,0,0,0,0,0
106134,original,sms,low,3,paystub,1,0,0,1,0,0,0,0
106135,original,sms,high,1,bank_statement,1,0,0,0,0,0,0,0
106136,original,email,low,4,paystub,1,0,0,1,0,0,0,0
106137,A,email,high,3,bank_statement,1,0,0,0,0,0,0,0
106138,B,email,high,1,paystub,1,0,0,0,0,0,0,0
106139,A,sms,high,2,both,1,0,0,0,0,0,0,0
106140,B,email,medium,4,bank_statement,1,0,0,0,0,0,0,0
106141,A,sms,high,4,both,1,0,0,0,0,0,0,0
106142,A,sms,high,4,paystub,1,0,0,1,1,0,0,0
106143,original,email,low,2,paystub,1,1,0,0,0,0,0,0
106144,B,sms,low,5,both,1,0,0,0,0,0,0,0
106145,B,sms,medium,3,paystub,1,0,0,0,0,0,0,0
106146,original,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
106147,A,email,medium,2,paystub,1,0,0,0,0,0,0,0
106148,A,sms,low,3,both,1,0,0,1,0,0,0,0
106149,A,sms,medium,1,paystub,1,0,0,0,0,0,0,0
106150,B,sms,low,5,both,1,0,0,0,0,0,0,0
106151,A,email,low,4,bank_statement,1,0,0,0,0,0,0,0
106152,A,email,low,1,paystub,1,1,0,1,0,0,0,0
106153,original,sms,high,5,paystub,1,1,0,0,0,0,0,0
106154,original,sms,low,2,both,1,0,0,0,0,0,0,0
106155,original,sms,high,2,bank_statement,1,0,0,0,0,0,0,0
106156,original,sms,medium,4,bank_statement,1,0,0,0,0,0,0,0
106157,B,email,medium,3,bank_statement,1,0,0,1,0,0,0,0
106158,B,sms,low,2,paystub,1,0,0,1,1,0,0,0
106159,original,sms,low,2,bank_statement,1,0,0,0,0,0,0,0
106160,B,email,medium,2,bank_statement,1,0,0,0,0,1,0,0
106161,original,sms,low,3,bank_statement,1,0,0,0,0,0,0,0
106162,original,email,medium,3,paystub,1,0,0,0,0,0,0,0
106163,original,email,high,3,both,1,0,0,0,0,0,0,0
106164,A,email,low,3,paystub,1,0,0,0,0,0,0,0
106165,original,sms,medium,2,paystub,1,0,0,0,0,0,0,0
106166,A,sms,high,3,both,1,0,0,0,0,0,0,0
106167,A,email,high,2,bank_statement,1,0,0,0,0,0,0,0
106168,B,sms,high,1,paystub,1,0,0,0,0,0,0,0
106169,original,sms,high,3,both,1,0,0,0,0,0,0,0
106170,original,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
106171,original,sms,high,1,paystub,1,0,0,0,0,0,0,0
106172,A,email,high,1,bank_statement,1,1,0,0,0,0,0,0
106173,original,sms,medium,1,paystub,1,0,0,0,0,0,0,0
106174,B,sms,low,2,paystub,1,0,0,1,1,0,0,0
106175,A,email,low,2,paystub,1,0,0,0,0,0,0,0
106176,A,email,low,1,bank_statement,1,1,0,0,0,0,0,0
106177,A,sms,low,1,paystub,1,0,0,0,0,0,0,0
106178,original,sms,medium,1,both,1,0,0,0,0,0,0,0
106179,original,sms,medium,2,bank_statement,1,0,0,1,0,0,0,0
106180,original,sms,medium,4,paystub,1,0,0,0,0,0,0,0
106181,A,email,low,2,bank_statement,1,1,0,0,0,0,0,0
106182,original,sms,medium,3,both,1,0,0,0,0,0,0,0
106183,original,sms,low,1,bank_statement,1,0,0,1,0,0,0,0
106184,B,sms,low,1,paystub,1,0,1,0,0,0,0,0
106185,original,sms,medium,2,paystub,1,0,0,0,0,0,0,0
106186,B,sms,low,2,both,1,1,0,0,0,0,0,0
106187,B,sms,low,1,paystub,1,0,0,0,0,0,0,0
106188,original,email,low,2,paystub,1,0,0,0,0,0,0,0
106189,original,sms,medium,1,bank_statement,1,0,0,1,1,0,0,0
106190,original,email,medium,4,paystub,1,0,0,1,0,0,0,0
106191,B,sms,low,2,both,1,0,1,0,0,0,0,0
106192,A,sms,low,1,both,1,0,1,0,0,0,0,0
106193,B,sms,medium,4,bank_statement,1,0,0,0,0,0,0,0
106194,B,sms,high,1,both,1,0,0,0,0,0,0,0
106195,B,sms,medium,2,bank_statement,1,1,0,0,0,0,0,0
106196,original,sms,high,2,both,1,0,0,0,0,0,0,0
106197,original,email,medium,2,bank_statement,1,0,0,0,0,0,0,0
106198,B,email,medium,1,paystub,1,1,0,0,0,0,0,0
106199,original,sms,high,5,both,1,0,0,0,0,0,0,0
106200,original,sms,medium,4,both,1,0,0,0,0,0,0,0
106201,B,email,high,2,both,1,0,0,0,0,0,1,0
106202,A,sms,low,2,bank_statement,1,0,1,0,0,0,0,0
106203,B,email,high,2,bank_statement,1,0,0,0,0,0,0,0
106204,A,email,medium,2,paystub,1,0,0,1,0,0,0,0
106205,original,sms,high,4,paystub,1,0,0,0,0,0,0,0
106206,B,sms,low,2,paystub,1,0,0,0,0,0,0,0
106207,original,sms,medium,1,paystub,1,0,0,0,0,0,0,0
106208,A,email,high,1,bank_statement,1,0,0,0,0,0,0,0
106209,A,sms,low,5,bank_statement,1,0,0,0,0,0,0,0
106210,original,email,medium,1,paystub,1,0,1,0,0,0,0,1
106211,A,sms,high,4,bank_statement,1,0,0,0,0,0,0,0
106212,original,sms,low,3,paystub,1,0,0,0,0,0,0,0
106213,A,sms,low,2,bank_statement,1,0,0,0,0,0,0,0
106214,A,sms,medium,1,both,1,0,1,0,0,0,0,0
106215,B,sms,medium,2,bank_statement,1,1,0,1,1,0,0,0
106216,B,sms,low,2,paystub,1,0,0,0,0,0,0,0
106217,original,sms,low,3,bank_statement,1,0,0,0,0,0,0,0
106218,A,sms,low,3,both,1,0,0,0,0,0,0,0
106219,A,sms,low,2,bank_statement,1,0,0,1,1,0,0,1
106220,original,email,low,2,both,1,0,0,0,0,0,0,0
106221,B,sms,medium,4,paystub,1,0,0,1,0,0,0,0
106222,B,sms,medium,5,paystub,1,0,0,0,0,0,0,0
106223,original,email,medium,5,paystub,1,0,0,0,0,0,0,0
106224,A,email,low,3,both,1,0,0,1,0,0,0,0
106225,original,sms,medium,1,bank_statement,1,0,1,0,0,0,0,0
106226,A,sms,low,1,paystub,1,0,0,0,0,0,0,0
106227,original,email,high,2,paystub,1,0,0,0,0,0,0,0
106228,B,email,medium,3,bank_statement,1,0,0,0,0,0,0,0
106229,B,email,high,2,both,1,0,0,0,0,0,0,0
106230,A,sms,low,3,paystub,1,0,0,0,1,0,0,0
106231,A,sms,medium,4,paystub,1,0,0,0,0,0,0,0
106232,B,sms,medium,1,bank_statement,1,0,1,0,0,0,0,0
106233,A,email,high,5,paystub,1,0,0,0,0,0,0,0
106234,original,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
106235,A,sms,medium,1,bank_statement,1,0,0,1,0,0,0,0
106236,B,email,low,4,bank_statement,1,0,0,1,0,0,0,1
106237,A,sms,medium,5,both,1,0,0,0,0,0,0,0
106238,A,sms,low,4,paystub,1,0,0,0,0,0,0,0
106239,B,sms,low,4,both,1,0,0,0,0,0,0,0
106240,B,sms,low,4,both,1,0,0,0,0,0,0,0
106241,B,sms,high,2,paystub,1,0,0,1,1,0,0,0
106242,original,sms,low,3,paystub,1,0,0,0,0,0,0,0
106243,A,sms,high,2,both,1,0,0,0,0,0,0,1
106244,B,sms,high,1,bank_statement,1,0,0,0,0,0,0,0
106245,B,sms,high,3,paystub,1,0,0,0,0,0,0,0
106246,A,sms,high,3,bank_statement,1,0,0,0,0,0,0,0
106247,original,sms,high,2,bank_statement,1,0,1,1,0,0,0,0
106248,B,sms,low,2,paystub,1,0,0,0,0,0,0,0
106249,B,sms,low,5,bank_statement,1,1,0,1,0,0,0,0
106250,original,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
106251,A,sms,medium,5,both,1,0,0,0,0,0,0,0
106252,original,sms,low,4,bank_statement,1,0,0,0,0,0,0,0
106253,A,sms,medium,3,bank_statement,1,1,0,0,0,0,0,0
106254,original,sms,medium,1,bank_statement,1,0,0,0,0,0,0,0
106255,A,email,high,2,paystub,1,0,0,0,0,0,0,0
106256,A,sms,medium,2,both,1,1,0,1,1,0,0,0
106257,A,sms,medium,3,bank_statement,1,0,0,0,0,0,0,0
106258,A,sms,low,2,both,1,0,0,0,0,0,0,0
106259,B,email,medium,4,both,1,0,0,0,0,0,0,0
106260,original,sms,high,3,bank_statement,1,0,0,1,1,0,0,0
106261,original,sms,low,2,paystub,1,0,0,0,0,0,0,0
106262,B,sms,low,4,both,1,0,0,0,0,0,0,0
106263,original,sms,medium,2,paystub,1,0,0,1,0,0,0,0
106264,B,email,low,1,both,1,0,0,0,0,0,0,0
106265,B,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
106266,A,email,low,1,paystub,1,0,0,0,0,0,0,0
106267,B,sms,low,4,both,1,0,0,0,0,0,0,0
106268,original,sms,low,3,both,1,1,0,0,1,0,0,0
106269,original,sms,high,3,both,1,0,0,0,0,0,0,1
106270,A,sms,medium,3,paystub,1,1,0,0,0,0,0,0
106271,A,sms,low,3,both,1,0,0,1,0,0,0,0
106272,B,sms,low,3,bank_statement,1,0,0,0,0,0,0,0
106273,original,sms,low,4,bank_statement,1,0,1,0,0,0,0,0
106274,A,email,high,2,both,1,0,0,0,0,0,0,0
106275,A,sms,low,4,bank_statement,1,0,0,0,1,0,0,0
106276,A,sms,high,4,paystub,1,0,0,0,0,0,0,0
106277,original,sms,low,1,bank_statement,1,0,0,1,1,0,0,0
106278,A,sms,high,2,bank_statement,1,0,0,0,0,0,0,0
106279,B,sms,low,4,both,1,0,0,0,0,0,0,0
106280,original,email,low,4,paystub,1,0,0,0,0,0,0,0
106281,B,email,low,1,both,1,0,0,0,0,0,0,0
106282,A,sms,medium,1,both,1,0,0,0,0,0,0,0
106283,B,sms,low,2,paystub,1,0,0,0,0,0,0,0
106284,B,sms,low,1,paystub,1,0,0,0,0,0,0,0
106285,original,email,high,2,bank_statement,1,0,0,1,1,0,0,0
106286,A,sms,low,2,both,1,0,0,0,0,0,0,0
106287,B,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
106288,A,email,high,2,both,0,0,0,0,0,0,0,0
106289,B,email,medium,4,bank_statement,1,0,0,0,0,0,0,0
106290,A,sms,high,1,bank_statement,1,0,0,0,0,0,0,0
106291,original,email,low,3,paystub,1,0,0,0,0,0,0,0
106292,A,sms,low,3,paystub,1,0,0,0,0,0,0,0
106293,B,sms,low,4,bank_statement,1,0,0,0,0,0,0,0
106294,original,sms,high,2,both,1,0,0,0,0,0,0,0
106295,B,email,high,1,bank_statement,1,1,0,0,0,0,0,0
106296,B,sms,high,4,bank_statement,1,0,0,0,0,0,0,0
106297,A,sms,low,4,bank_statement,1,0,1,1,1,0,0,0
106298,original,email,high,3,paystub,1,0,0,0,0,0,0,0
106299,B,sms,low,1,bank_statement,1,0,1,0,0,0,0,0
106300,original,email,medium,1,bank_statement,1,0,0,0,0,0,0,0
106301,B,sms,high,1,bank_statement,1,0,0,1,0,0,0,0
106302,A,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
106303,A,sms,low,1,both,1,0,1,0,0,0,0,0
106304,B,email,low,2,paystub,1,0,0,0,0,0,0,0
106305,A,sms,medium,2,paystub,1,0,0,1,1,0,0,0
106306,A,sms,low,4,paystub,1,1,0,0,0,0,0,0
106307,A,sms,low,3,both,1,0,0,1,0,0,0,0
106308,A,email,high,1,bank_statement,1,0,0,0,0,0,0,0
106309,A,sms,low,5,paystub,1,0,0,1,0,0,0,0
106310,B,sms,low,4,both,1,0,0,0,0,0,0,0
106311,A,sms,medium,1,bank_statement,1,0,0,1,0,0,0,0
106312,A,email,high,1,paystub,1,0,0,1,0,0,0,0
106313,B,sms,low,1,bank_statement,1,0,0,1,0,0,0,0
106314,original,sms,medium,3,bank_statement,1,1,0,0,0,0,0,0
106315,original,email,low,1,bank_statement,1,0,0,1,0,0,0,0
106316,B,email,medium,1,bank_statement,1,0,0,0,0,0,0,0
106317,B,sms,low,2,paystub,1,0,0,0,0,0,0,0
106318,A,email,low,3,paystub,1,0,0,1,1,0,0,0
106319,A,sms,medium,2,paystub,1,1,0,0,0,0,0,0
106320,original,sms,high,2,paystub,1,0,0,0,0,0,0,0
106321,A,sms,medium,1,bank_statement,1,0,1,0,1,0,0,0
106322,A,sms,high,2,bank_statement,1,0,0,0,0,0,0,0
106323,A,email,medium,2,bank_statement,1,1,0,0,0,0,0,0
106324,A,sms,low,2,bank_statement,1,0,0,0,0,0,0,0
106325,original,sms,low,2,paystub,1,0,0,0,0,0,0,0
106326,original,sms,high,1,paystub,1,0,0,0,0,0,0,0
106327,B,sms,medium,1,paystub,1,1,0,1,0,0,0,0
106328,A,sms,high,2,paystub,1,0,0,0,0,0,0,0
106329,A,sms,low,1,bank_statement,1,0,1,0,0,0,0,0
106330,original,sms,low,2,both,1,0,0,0,0,0,0,0
106331,original,email,low,1,bank_statement,1,0,0,0,1,0,0,0
106332,B,sms,low,2,bank_statement,1,0,0,0,0,0,0,0
106333,A,sms,low,1,paystub,1,0,0,0,0,0,0,0
106334,A,sms,low,4,bank_statement,1,0,0,0,0,0,0,0
106335,original,sms,medium,4,bank_statement,1,0,0,0,0,0,0,0
106336,B,email,low,2,paystub,1,0,0,0,0,0,0,0
106337,original,email,low,2,both,1,0,0,1,0,0,0,0
106338,original,sms,medium,5,paystub,1,0,0,0,0,0,0,0
106339,A,sms,medium,2,bank_statement,1,1,0,0,0,0,0,0
106340,original,sms,medium,4,bank_statement,1,1,0,0,0,0,0,0
106341,original,sms,medium,4,both,1,1,0,0,0,0,0,0
106342,A,sms,high,5,both,1,0,0,0,0,0,0,0
106343,A,email,medium,2,both,1,0,0,0,0,0,0,0
106344,B,email,high,1,bank_statement,1,0,0,0,0,1,0,0
106345,A,sms,medium,1,bank_statement,1,0,0,1,0,0,0,0
106346,original,email,low,3,paystub,1,0,0,0,0,0,0,0
106347,original,email,low,2,bank_statement,1,0,0,0,0,0,0,0
106348,B,email,medium,2,both,1,0,0,0,0,0,0,0
106349,A,email,medium,1,bank_statement,0,0,0,0,0,0,0,0
106350,B,sms,medium,3,paystub,1,0,0,0,0,0,0,0
106351,original,sms,low,2,paystub,1,1,0,0,0,0,0,0
106352,A,email,medium,3,bank_statement,1,0,0,0,0,0,0,0
106353,original,email,medium,3,paystub,1,0,0,0,0,0,0,0
106354,A,email,medium,2,paystub,1,0,0,0,0,0,0,0
106355,B,sms,medium,1,paystub,1,1,0,0,0,0,0,0
106356,B,sms,high,4,paystub,1,0,0,0,0,0,0,0
106357,A,sms,low,1,paystub,1,0,1,1,1,1,0,0
106358,A,sms,low,4,both,1,0,0,0,0,0,0,0
106359,B,sms,high,4,bank_statement,1,0,0,0,0,0,0,0
106360,B,sms,low,3,bank_statement,1,0,0,0,0,0,0,0
